sequence,offset,conf,x1,y1,x2,y2,W,H,tile_x0,tile_y0
20161113_FIRE_bl-n-mobo-c,240,0.2305,866.6,740.0,880.0,762.8,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,240,0.3194,866.6,740.0,880.1,762.9,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,360,0.1534,864.5,743.0,883.1,764.1,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,420,0.2315,865.0,749.5,880.6,764.3,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,420,0.3223,864.9,749.4,880.6,764.3,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,480,0.3068,869.6,745.0,881.6,763.6,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,480,0.3856,869.6,745.0,881.6,763.6,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,540,0.2321,869.3,739.4,883.6,762.9,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,540,0.2828,869.3,739.3,883.7,762.9,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,600,0.1899,872.1,736.4,886.7,762.8,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,600,0.2525,872.1,736.3,886.7,762.8,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,720,0.1458,859.9,750.5,884.4,765.0,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,780,0.1627,859.4,746.0,881.4,764.2,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,780,0.2206,859.5,746.2,881.3,764.2,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,840,0.3928,862.9,745.0,883.4,765.2,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,840,0.4509,862.8,745.0,883.4,765.2,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,900,0.1588,861.3,742.4,884.5,764.4,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,900,0.2199,861.3,742.3,884.6,764.4,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,900,0.1229,861.3,745.6,878.4,764.5,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,960,0.4232,856.9,733.4,881.1,763.0,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,960,0.5153,856.9,733.4,881.1,763.1,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1020,0.5687,851.8,722.6,886.4,763.3,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1020,0.6111,851.8,722.5,886.4,763.4,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1080,0.4085,846.3,715.5,888.2,764.0,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1080,0.1462,865.8,743.3,887.8,764.4,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1080,0.4591,846.2,715.5,888.1,764.0,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1080,0.1798,865.6,743.5,887.6,764.7,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1140,0.3344,837.7,711.2,886.4,764.7,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1140,0.1265,862.8,747.0,879.7,764.6,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1140,0.1197,852.7,714.3,882.4,764.4,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1140,0.1163,863.2,750.3,876.3,764.6,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1140,0.4223,837.6,711.3,886.2,764.9,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1140,0.1494,863.1,749.2,877.9,764.6,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1140,0.1295,851.4,713.0,882.6,764.4,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1200,0.2968,860.2,745.4,877.4,764.4,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1200,0.3498,860.2,745.4,877.5,764.4,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1320,0.1842,855.1,712.9,901.4,763.2,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1320,0.1108,856.9,716.4,889.2,763.8,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1320,0.2244,855.1,712.9,900.9,763.3,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1320,0.1336,857.0,716.3,887.9,763.9,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1380,0.1277,852.1,707.0,902.6,763.8,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1380,0.1196,859.6,732.7,884.2,763.9,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1380,0.1826,852.0,707.1,898.0,764.0,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1380,0.1527,860.2,738.0,883.1,763.9,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1380,0.1199,863.9,750.9,879.0,764.1,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1440,0.3804,865.1,746.2,880.9,764.1,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1440,0.4217,865.1,746.2,880.9,764.1,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1500,0.2010,866.1,741.2,881.9,763.4,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1500,0.2946,866.1,741.2,882.0,763.4,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1560,0.2058,869.7,744.6,881.8,763.8,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1560,0.2828,869.5,744.4,881.8,763.9,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1680,0.3984,865.4,747.9,888.1,764.9,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1680,0.4641,865.4,747.8,888.1,764.9,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1740,0.2576,867.5,741.5,888.2,764.4,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1740,0.2942,867.5,741.4,888.1,764.4,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1800,0.4394,863.1,742.9,883.8,764.3,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1800,0.4869,863.1,742.8,883.8,764.3,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1860,0.4883,864.2,738.1,888.2,765.7,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1860,0.5332,864.1,738.2,888.3,765.7,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1920,0.4574,865.1,727.4,894.0,765.5,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1920,0.1154,865.2,742.9,892.9,765.7,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1920,0.4859,865.0,727.2,894.0,765.5,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1920,0.1290,865.1,742.9,892.9,765.8,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1980,0.3606,863.7,720.5,897.2,764.8,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1980,0.1848,865.2,733.1,897.0,764.9,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,1980,0.4199,863.6,720.2,897.2,764.8,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,1980,0.2240,865.1,733.5,897.0,764.9,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2040,0.3822,864.1,728.9,896.1,766.5,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2040,0.1450,864.7,741.5,895.2,766.8,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2040,0.4220,864.0,728.6,896.2,766.5,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2040,0.1768,864.6,741.4,895.2,766.8,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2040,0.1089,862.9,718.4,899.2,766.1,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2100,0.4011,868.2,736.7,897.1,765.7,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2100,0.2251,867.9,717.7,897.8,765.5,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2100,0.1967,868.6,744.1,894.9,765.9,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2100,0.4517,868.1,736.1,897.1,765.8,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2100,0.3145,868.8,744.1,896.1,765.9,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2100,0.2723,867.9,717.1,897.8,765.5,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2160,0.5271,859.6,739.1,895.9,765.7,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2160,0.5638,859.6,739.1,896.0,765.6,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2220,0.4742,859.6,716.1,901.3,765.2,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2220,0.1096,859.8,733.4,900.4,765.5,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2220,0.5106,859.4,716.6,900.7,765.0,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2220,0.1514,859.8,733.4,900.4,765.4,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2280,0.5708,859.6,721.2,902.5,763.6,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2280,0.6273,859.6,721.2,902.5,763.5,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2340,0.6376,853.7,716.0,906.2,763.6,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2340,0.6751,853.8,715.9,906.2,763.6,2048,1536,0,512
20161113_FIRE_bl-n-mobo-c,2400,0.3842,847.1,714.7,907.6,764.8,2048,1536,0,0
20161113_FIRE_bl-n-mobo-c,2400,0.4781,847.2,714.4,907.7,764.8,2048,1536,0,512
20161113_FIRE_bm-w-mobo-c,420,0.1094,1603.1,712.1,1630.7,753.2,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,420,0.1124,1603.0,712.1,1630.8,753.3,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,480,0.1126,1601.8,711.0,1635.0,751.1,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,480,0.1304,1601.7,711.0,1635.0,751.1,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,540,0.1178,1600.2,708.0,1633.6,749.1,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,540,0.1430,1600.0,708.0,1633.7,749.1,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,540,0.2015,1600.0,708.1,1633.0,749.0,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,540,0.2280,1599.8,708.1,1633.1,749.0,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,600,0.1703,1603.4,708.5,1635.3,747.9,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,600,0.1835,1603.2,708.5,1635.3,747.9,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,600,0.2617,1602.8,708.8,1634.2,747.8,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,600,0.2730,1602.6,708.7,1634.3,747.8,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,660,0.1671,1601.0,706.4,1646.8,747.1,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,660,0.1648,1601.0,706.4,1646.9,747.1,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,660,0.2556,1600.4,707.4,1639.9,748.0,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,660,0.2537,1600.3,707.4,1639.9,748.1,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,780,0.2111,1598.9,709.5,1640.8,751.6,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,780,0.2271,1598.8,709.5,1640.7,751.6,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,780,0.3049,1599.0,709.8,1639.9,751.2,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,780,0.3199,1598.9,709.7,1639.9,751.3,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,840,0.3636,1596.1,709.0,1642.1,760.4,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,840,0.3835,1596.0,708.9,1642.0,760.4,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,840,0.4617,1596.2,709.1,1641.3,760.4,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,840,0.4754,1596.1,709.0,1641.3,760.5,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,900,0.3281,1594.8,706.2,1636.4,763.5,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,900,0.3647,1594.7,706.1,1636.4,763.5,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,900,0.4260,1595.0,706.4,1636.1,763.4,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,900,0.4503,1594.9,706.3,1636.2,763.4,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,960,0.4741,1594.2,710.1,1638.8,765.2,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,960,0.4783,1594.2,710.1,1638.8,765.3,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,960,0.5387,1594.6,710.3,1638.0,765.5,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,960,0.5434,1594.5,710.3,1638.1,765.5,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,1020,0.4529,1594.7,709.5,1637.6,761.0,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,1020,0.4614,1594.6,709.5,1637.6,761.1,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,1020,0.5195,1594.9,709.7,1637.2,761.8,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,1020,0.5277,1594.8,709.7,1637.2,761.9,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,1080,0.3442,1592.4,707.4,1638.5,749.6,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,1080,0.3470,1592.4,707.4,1638.6,749.6,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,1080,0.3910,1593.3,707.6,1638.5,750.0,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,1080,0.3951,1593.2,707.6,1638.5,750.0,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,1140,0.3838,1589.7,705.2,1638.0,763.6,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,1140,0.3924,1589.6,705.2,1638.1,763.7,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,1140,0.4470,1590.1,705.4,1637.4,763.8,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,1140,0.4544,1590.1,705.4,1637.5,763.8,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,1200,0.4627,1583.3,703.3,1634.9,761.2,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,1200,0.4753,1583.3,703.2,1635.0,761.2,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,1200,0.5225,1583.5,703.4,1634.6,761.5,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,1200,0.5331,1583.4,703.3,1634.7,761.5,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,1260,0.2864,1579.8,699.5,1636.8,759.0,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,1260,0.2964,1579.7,699.4,1636.8,759.2,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,1260,0.3823,1579.7,699.7,1636.4,759.9,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,1260,0.3907,1579.6,699.7,1636.5,760.1,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,1320,0.1037,1575.6,695.8,1636.6,756.4,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,1320,0.1224,1575.6,695.7,1636.6,756.5,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,1320,0.1448,1576.1,696.2,1635.9,760.0,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,1320,0.1623,1576.0,696.1,1636.0,760.1,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,1380,0.1992,1579.1,688.2,1632.2,763.1,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,1380,0.2131,1578.9,688.2,1632.2,763.1,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,1380,0.2859,1578.6,688.3,1632.1,763.1,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,1380,0.2976,1578.5,688.3,1632.2,763.1,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,1440,0.2255,1582.6,683.6,1631.0,761.2,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,1440,0.2323,1582.5,683.5,1631.1,761.2,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,1440,0.2835,1582.2,683.6,1630.5,762.3,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,1440,0.2891,1582.1,683.5,1630.6,762.3,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,2100,0.1023,1548.1,699.5,1634.1,761.4,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,2160,0.1503,1576.7,699.7,1630.5,758.6,2048,1536,896,0
20161113_FIRE_bm-w-mobo-c,2160,0.1590,1576.4,699.6,1630.4,758.7,2048,1536,1024,0
20161113_FIRE_bm-w-mobo-c,2160,0.1968,1575.5,699.9,1630.2,759.4,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,2160,0.2054,1575.3,699.9,1630.2,759.4,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,2220,0.1358,1579.2,698.6,1631.8,762.5,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,2220,0.1437,1579.1,698.5,1631.8,762.5,2048,1536,1024,512
20161113_FIRE_bm-w-mobo-c,2400,0.1276,1567.4,698.8,1633.6,761.5,2048,1536,896,512
20161113_FIRE_bm-w-mobo-c,2400,0.1467,1567.5,698.7,1633.7,761.6,2048,1536,1024,512
20170519_FIRE_rm-w-mobo-c,1200,0.1965,710.3,823.1,745.7,848.8,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1200,0.2572,710.2,823.2,745.5,848.7,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1260,0.2358,709.5,823.9,733.6,849.0,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1260,0.2875,709.5,823.9,733.5,848.9,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1320,0.1325,705.9,824.3,738.3,849.8,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1320,0.1143,707.1,828.0,731.8,849.3,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1380,0.1328,702.1,825.3,733.2,850.3,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1380,0.1917,702.2,825.7,732.9,850.1,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1500,0.1030,706.7,822.8,768.0,849.0,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1560,0.3616,710.6,820.5,771.0,848.7,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1560,0.1943,711.0,821.8,753.6,848.4,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1560,0.3785,710.6,820.6,769.8,848.5,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1560,0.2568,711.1,821.8,753.3,848.3,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1620,0.4213,710.2,818.4,799.3,849.2,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1620,0.1464,710.6,820.6,770.9,848.5,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1620,0.4224,710.3,818.4,799.2,849.1,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1620,0.1757,710.2,820.0,776.3,848.5,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1680,0.2086,706.4,799.3,811.1,849.7,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1680,0.1701,706.6,814.5,811.3,850.0,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1680,0.1059,707.8,820.9,750.2,848.8,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1680,0.2106,706.4,798.7,811.2,849.6,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1680,0.1865,705.7,813.7,810.0,849.5,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1680,0.1277,707.9,821.2,749.7,848.7,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1680,0.1027,707.1,805.4,753.5,848.7,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1800,0.4204,709.1,820.5,770.6,848.7,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1800,0.4483,709.1,820.5,770.3,848.5,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1860,0.3482,705.1,818.9,793.9,849.6,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1860,0.3767,705.1,818.8,793.6,849.5,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,1920,0.1032,703.1,816.3,796.1,849.7,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,1920,0.1392,703.2,816.0,795.8,849.5,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,2100,0.1791,705.3,822.6,747.2,849.2,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,2100,0.2576,705.4,822.6,746.9,849.0,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,2160,0.1469,702.6,821.3,752.9,849.4,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,2160,0.2082,702.8,821.4,752.7,849.2,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,2280,0.3106,704.1,820.2,769.9,849.3,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,2280,0.3645,704.3,820.3,769.6,849.1,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,2340,0.2721,704.8,800.4,777.5,848.3,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,2340,0.2733,705.0,800.3,776.6,848.2,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,2340,0.1099,704.9,802.9,752.3,848.6,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,2400,0.1963,706.4,787.7,803.4,849.1,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,2400,0.1225,706.2,811.2,803.4,849.2,2048,1536,0,0
20170519_FIRE_rm-w-mobo-c,2400,0.2025,706.6,786.9,803.6,849.0,2048,1536,0,512
20170519_FIRE_rm-w-mobo-c,2400,0.1285,706.3,811.4,803.4,849.0,2048,1536,0,512
20170520_FIRE_lp-s-iqeye,0,0.4304,1378.2,608.1,1417.2,631.9,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,0,0.5210,1378.2,608.3,1417.1,631.8,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,60,0.7094,1380.5,571.9,1446.7,629.9,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,60,0.7399,1380.3,571.7,1446.2,629.4,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,120,0.4904,1369.8,542.6,1480.8,632.3,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,120,0.1377,1372.6,603.1,1413.5,632.1,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,120,0.4646,1369.8,543.3,1480.3,632.2,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,120,0.1298,1372.5,603.1,1413.4,632.0,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,180,0.7521,1378.2,592.8,1424.9,631.8,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,180,0.7863,1378.3,592.9,1424.7,631.7,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,240,0.7956,1381.9,561.7,1459.9,631.3,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,240,0.8231,1381.9,561.7,1459.5,631.1,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,300,0.8621,1379.1,545.7,1495.5,630.0,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,300,0.8780,1379.5,546.1,1494.7,629.9,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,360,0.7214,1368.8,563.6,1444.9,632.4,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,360,0.1990,1367.5,548.2,1520.0,633.0,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,360,0.7543,1368.9,563.4,1444.7,632.2,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,360,0.1177,1367.3,548.3,1512.8,632.7,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,420,0.6057,1388.3,547.7,1489.7,631.7,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,420,0.5917,1389.2,550.2,1478.9,632.2,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,480,0.6827,1383.8,512.1,1508.7,633.5,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,480,0.6955,1383.5,511.9,1508.1,633.3,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,540,0.5094,1386.2,536.2,1514.8,635.6,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,540,0.4220,1395.8,458.9,1588.8,647.0,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,540,0.4896,1395.6,458.2,1590.3,644.0,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,540,0.3716,1386.2,536.1,1515.2,635.4,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,600,0.4647,1388.8,458.0,1600.0,632.0,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,600,0.4951,1388.3,457.5,1600.0,631.4,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,660,0.3108,1407.1,423.8,1600.0,640.1,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,660,0.1278,1393.3,470.3,1592.0,636.9,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,660,0.3493,1407.2,422.4,1600.0,646.2,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,660,0.1560,1392.5,470.2,1592.8,636.3,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,720,0.5058,1385.2,535.8,1533.2,633.7,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,720,0.2183,1441.8,413.1,1600.0,631.9,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,720,0.1294,1388.0,501.3,1600.0,631.4,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,720,0.5483,1385.0,535.8,1535.0,633.9,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,720,0.2946,1442.7,416.9,1600.0,621.6,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,780,0.5878,1401.7,495.0,1589.4,637.8,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,780,0.1096,1392.5,544.2,1519.7,634.1,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,780,0.6228,1402.5,495.6,1588.4,637.2,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,780,0.1934,1392.9,545.5,1518.6,633.6,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,840,0.3791,1385.6,473.4,1561.4,637.7,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,840,0.3608,1423.2,468.1,1588.7,632.6,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,840,0.1276,1475.4,462.1,1599.8,626.6,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,840,0.4185,1423.0,477.9,1554.4,633.1,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,840,0.3012,1435.1,464.0,1600.0,629.6,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,900,0.1350,1427.7,419.5,1600.0,656.6,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,900,0.1346,1383.4,454.6,1600.0,642.3,1600,1200,576,0
20170520_FIRE_lp-s-iqeye,900,0.3258,1427.3,420.0,1600.0,650.7,1600,1200,576,176
20170520_FIRE_lp-s-iqeye,900,0.2531,1380.0,545.9,1558.5,638.6,1600,1200,576,176
